i,time_lagos,side,entry,sl,tp,atr,R,outcome,equity_before,risk_usd,pnl_usd,equity_after
248,2025-08-13T10:39:00+01:00,buy,1.16904,1.16876,1.16988,0.00019,3.0,TP,126.0,1.26,3.78,129.78
249,2025-08-13T10:40:00+01:00,buy,1.16927,1.16898,1.17014,0.00019,-1.0,SL,129.78,1.3,-1.3,128.48
250,2025-08-13T10:41:00+01:00,buy,1.16919,1.16891,1.17003,0.00019,-1.0,SL,128.48,1.28,-1.28,127.19
251,2025-08-13T10:46:00+01:00,buy,1.1693,1.16902,1.17014,0.00019,3.0,TP,127.19,1.27,3.82,131.01
252,2025-08-13T10:55:00+01:00,buy,1.16951,1.16923,1.17036,0.00019,-1.0,SL,131.01,1.31,-1.31,129.7
253,2025-08-13T11:09:00+01:00,buy,1.16999,1.16969,1.17088,0.0002,3.0,TP,129.7,1.3,3.89,133.59
254,2025-08-13T11:10:00+01:00,buy,1.16982,1.16951,1.17074,0.0002,3.0,TP,133.59,1.34,4.01,137.6
255,2025-08-13T11:11:00+01:00,buy,1.16986,1.16956,1.17075,0.0002,3.0,TP,137.6,1.38,4.13,141.73
256,2025-08-13T11:12:00+01:00,buy,1.17013,1.16982,1.17106,0.00021,3.0,TP,141.73,1.42,4.25,145.98
257,2025-08-13T11:13:00+01:00,buy,1.17055,1.1702,1.1716,0.00023,3.0,TP,145.98,1.46,4.38,150.36
258,2025-08-13T11:14:00+01:00,buy,1.17093,1.17055,1.17206,0.00025,-1.0,SL,150.36,1.5,-1.5,148.85
259,2025-08-13T11:15:00+01:00,buy,1.17074,1.17036,1.17188,0.00025,3.0,TP,148.85,1.49,4.47,153.32
260,2025-08-13T12:17:00+01:00,buy,1.17141,1.17115,1.17219,0.00017,3.0,TP,153.32,1.53,4.6,157.92
261,2025-08-13T12:19:00+01:00,buy,1.17168,1.17141,1.17249,0.00018,-1.0,SL,157.92,1.58,-1.58,156.34
262,2025-08-13T12:20:00+01:00,buy,1.1717,1.17144,1.17249,0.00018,-1.0,SL,156.34,1.56,-1.56,154.78
263,2025-08-13T12:21:00+01:00,buy,1.17184,1.17157,1.17264,0.00018,-1.0,SL,154.78,1.55,-1.55,153.23
264,2025-08-13T12:22:00+01:00,buy,1.17188,1.17162,1.17266,0.00017,-1.0,SL,153.23,1.53,-1.53,151.7
265,2025-08-13T13:18:00+01:00,buy,1.17219,1.17197,1.17285,0.00015,3.0,TP,151.7,1.52,4.55,156.25
266,2025-08-13T13:21:00+01:00,buy,1.1724,1.17219,1.17302,0.00014,-1.0,SL,156.25,1.56,-1.56,154.69
267,2025-08-13T13:22:00+01:00,buy,1.17248,1.17227,1.17311,0.00014,-1.0,SL,154.69,1.55,-1.55,153.14
268,2025-08-13T13:24:00+01:00,buy,1.17262,1.17241,1.17326,0.00014,-1.0,SL,153.14,1.53,-1.53,151.61
269,2025-08-13T13:55:00+01:00,buy,1.17293,1.17274,1.17349,0.00012,-1.0,SL,151.61,1.52,-1.52,150.09
270,2025-08-13T13:56:00+01:00,buy,1.17294,1.17276,1.17348,0.00012,-1.0,SL,150.09,1.5,-1.5,148.59
271,2025-08-13T13:57:00+01:00,buy,1.17294,1.17277,1.17346,0.00012,-1.0,SL,148.59,1.49,-1.49,147.1
272,2025-08-14T03:04:00+01:00,buy,1.17082,1.17074,1.17106,5e-05,3.0,TP,147.1,1.47,4.41,151.52
273,2025-08-14T03:05:00+01:00,buy,1.17082,1.17074,1.17106,5e-05,3.0,TP,151.52,1.52,4.55,156.06
274,2025-08-14T03:06:00+01:00,buy,1.17081,1.17073,1.17105,5e-05,3.0,TP,156.06,1.56,4.68,160.74
275,2025-08-14T03:25:00+01:00,buy,1.17099,1.17091,1.17122,5e-05,3.0,TP,160.74,1.61,4.82,165.57
276,2025-08-14T03:26:00+01:00,buy,1.17094,1.17086,1.17118,5e-05,3.0,TP,165.57,1.66,4.97,170.53
277,2025-08-14T03:56:00+01:00,buy,1.17119,1.17109,1.17148,6e-05,-1.0,SL,170.53,1.71,-1.71,168.83
278,2025-08-14T03:58:00+01:00,buy,1.17117,1.17108,1.17145,6e-05,-1.0,SL,168.83,1.69,-1.69,167.14
279,2025-08-14T03:59:00+01:00,buy,1.17118,1.17109,1.17145,6e-05,-1.0,SL,167.14,1.67,-1.67,165.47
280,2025-08-15T02:01:00+01:00,buy,1.16499,1.1648,1.16557,0.00013,-1.0,SL,165.47,1.65,-1.65,163.81
281,2025-08-15T02:05:00+01:00,buy,1.16516,1.16497,1.16572,0.00012,-1.0,SL,163.81,1.64,-1.64,162.18
282,2025-08-15T02:06:00+01:00,buy,1.16514,1.16496,1.16567,0.00012,-1.0,SL,162.18,1.62,-1.62,160.55
283,2025-08-15T05:32:00+01:00,buy,1.1652,1.165,1.1658,0.00013,-1.0,SL,160.55,1.61,-1.61,158.95
284,2025-08-15T05:33:00+01:00,buy,1.16533,1.16512,1.16596,0.00014,-1.0,SL,158.95,1.59,-1.59,157.36
285,2025-08-15T06:08:00+01:00,buy,1.16565,1.16549,1.16614,0.00011,-1.0,SL,157.36,1.57,-1.57,155.79
286,2025-08-15T06:12:00+01:00,buy,1.16564,1.16548,1.16613,0.00011,-1.0,SL,155.79,1.56,-1.56,154.23
287,2025-08-15T07:01:00+01:00,buy,1.16577,1.16562,1.16622,0.0001,3.0,TP,154.23,1.54,4.63,158.86
288,2025-08-15T07:02:00+01:00,buy,1.16579,1.16564,1.16623,0.0001,-1.0,SL,158.86,1.59,-1.59,157.27
289,2025-08-15T07:08:00+01:00,buy,1.1658,1.16567,1.16618,8e-05,3.0,TP,157.27,1.57,4.72,161.98
290,2025-08-15T07:09:00+01:00,buy,1.16583,1.1657,1.16621,8e-05,3.0,TP,161.98,1.62,4.86,166.84
291,2025-08-15T07:32:00+01:00,buy,1.16618,1.16605,1.16658,9e-05,-1.0,SL,166.84,1.67,-1.67,165.18
292,2025-08-15T07:34:00+01:00,buy,1.16613,1.16598,1.16659,0.0001,-1.0,SL,165.18,1.65,-1.65,163.52
293,2025-08-15T07:35:00+01:00,buy,1.16617,1.16602,1.16663,0.0001,-1.0,SL,163.52,1.64,-1.64,161.89
294,2025-08-15T07:40:00+01:00,buy,1.16617,1.16602,1.16662,0.0001,-1.0,SL,161.89,1.62,-1.62,160.27
295,2025-08-15T07:45:00+01:00,buy,1.16625,1.16612,1.16665,9e-05,-1.0,SL,160.27,1.6,-1.6,158.67
296,2025-08-15T07:46:00+01:00,buy,1.16633,1.16619,1.16674,9e-05,-1.0,SL,158.67,1.59,-1.59,157.08
297,2025-08-15T07:47:00+01:00,buy,1.16633,1.1662,1.16673,9e-05,-1.0,SL,157.08,1.57,-1.57,155.51
298,2025-08-15T07:48:00+01:00,buy,1.16634,1.16621,1.16674,9e-05,-1.0,SL,155.51,1.56,-1.56,153.95
299,2025-08-15T09:48:00+01:00,buy,1.16653,1.1664,1.16692,9e-05,3.0,TP,153.95,1.54,4.62,158.57
300,2025-08-15T09:49:00+01:00,buy,1.1666,1.16647,1.167,9e-05,-1.0,SL,158.57,1.59,-1.59,156.99
301,2025-08-15T09:51:00+01:00,buy,1.16659,1.16645,1.16702,9e-05,3.0,TP,156.99,1.57,4.71,161.7
302,2025-08-15T09:52:00+01:00,buy,1.16661,1.16647,1.16702,9e-05,3.0,TP,161.7,1.62,4.85,166.55
303,2025-08-15T09:55:00+01:00,buy,1.16687,1.16672,1.16733,0.0001,3.0,TP,166.55,1.67,5.0,171.54
304,2025-08-15T09:56:00+01:00,buy,1.16696,1.16681,1.16741,0.0001,-1.0,SL,171.54,1.72,-1.72,169.83
305,2025-08-15T10:33:00+01:00,buy,1.16721,1.167,1.16785,0.00014,-1.0,SL,169.83,1.7,-1.7,168.13
306,2025-08-15T10:34:00+01:00,buy,1.16718,1.16697,1.16781,0.00014,-1.0,SL,168.13,1.68,-1.68,166.45
307,2025-08-15T10:35:00+01:00,buy,1.16725,1.16704,1.16789,0.00014,-1.0,SL,166.45,1.66,-1.66,164.78
308,2025-08-15T10:37:00+01:00,buy,1.16723,1.16701,1.16789,0.00015,-1.0,SL,164.78,1.65,-1.65,163.14
309,2025-08-15T10:41:00+01:00,buy,1.16724,1.16703,1.16788,0.00014,-1.0,SL,163.14,1.63,-1.63,161.51
310,2025-08-15T11:02:00+01:00,buy,1.16732,1.16711,1.16794,0.00014,3.0,TP,161.51,1.62,4.85,166.35
311,2025-08-15T11:04:00+01:00,buy,1.16758,1.16735,1.16827,0.00015,-1.0,SL,166.35,1.66,-1.66,164.69
312,2025-08-15T11:05:00+01:00,buy,1.16768,1.16745,1.16838,0.00016,-1.0,SL,164.69,1.65,-1.65,163.04
313,2025-08-15T11:06:00+01:00,buy,1.1679,1.16765,1.16864,0.00016,-1.0,SL,163.04,1.63,-1.63,161.41
314,2025-08-15T11:09:00+01:00,buy,1.16789,1.16763,1.16867,0.00017,-1.0,SL,161.41,1.61,-1.61,159.8
315,2025-08-15T11:57:00+01:00,buy,1.16832,1.16808,1.16904,0.00016,-1.0,SL,159.8,1.6,-1.6,158.2
316,2025-08-15T12:00:00+01:00,buy,1.16836,1.16812,1.16907,0.00016,-1.0,SL,158.2,1.58,-1.58,156.62
317,2025-08-15T13:02:00+01:00,buy,1.16826,1.16805,1.1689,0.00014,3.0,TP,156.62,1.57,4.7,161.31
318,2025-08-15T13:04:00+01:00,buy,1.16827,1.16806,1.1689,0.00014,3.0,TP,161.31,1.61,4.84,166.15
319,2025-08-15T13:06:00+01:00,buy,1.16831,1.1681,1.16894,0.00014,3.0,TP,166.15,1.66,4.98,171.14
320,2025-08-15T13:09:00+01:00,buy,1.16837,1.16816,1.169,0.00014,3.0,TP,171.14,1.71,5.13,176.27
321,2025-08-15T13:10:00+01:00,buy,1.16857,1.16834,1.16925,0.00015,-1.0,SL,176.27,1.76,-1.76,174.51
322,2025-08-15T13:11:00+01:00,buy,1.16861,1.16839,1.16928,0.00015,-1.0,SL,174.51,1.75,-1.75,172.76
323,2025-08-15T16:40:00+01:00,buy,1.1696,1.16911,1.17106,0.00033,-1.0,SL,172.76,1.73,-1.73,171.04
324,2025-08-15T16:41:00+01:00,buy,1.16958,1.16909,1.17106,0.00033,-1.0,SL,171.04,1.71,-1.71,169.33
325,2025-08-15T17:00:00+01:00,buy,1.16972,1.16929,1.17102,0.00029,-1.0,SL,169.33,1.69,-1.69,167.63
326,2025-08-15T17:01:00+01:00,buy,1.1698,1.16937,1.17109,0.00029,-1.0,SL,167.63,1.68,-1.68,165.96
327,2025-08-15T17:07:00+01:00,buy,1.16991,1.16949,1.17117,0.00028,-1.0,SL,165.96,1.66,-1.66,164.3
328,2025-08-15T17:45:00+01:00,buy,1.16965,1.16922,1.17095,0.00029,3.0,TP,164.3,1.64,4.93,169.23
329,2025-08-15T17:47:00+01:00,buy,1.1697,1.16926,1.17102,0.00029,3.0,TP,169.23,1.69,5.08,174.3
330,2025-08-15T17:49:00+01:00,buy,1.17037,1.16991,1.17174,0.0003,0.0,timeout,174.3,1.74,0.0,174.3
331,2025-08-15T17:50:00+01:00,buy,1.17042,1.16996,1.17181,0.00031,0.0,timeout,174.3,1.74,0.0,174.3
332,2025-08-15T18:00:00+01:00,buy,1.17051,1.17008,1.17179,0.00029,0.0,timeout,174.3,1.74,0.0,174.3
333,2025-08-15T18:01:00+01:00,buy,1.17105,1.17058,1.17246,0.00031,-1.0,SL,174.3,1.74,-1.74,172.56
334,2025-08-15T18:02:00+01:00,buy,1.17084,1.17035,1.1723,0.00032,-1.0,SL,172.56,1.73,-1.73,170.83
335,2025-08-15T18:04:00+01:00,buy,1.17101,1.17048,1.17261,0.00035,-1.0,SL,170.83,1.71,-1.71,169.13
336,2025-08-15T18:07:00+01:00,buy,1.1711,1.17057,1.1727,0.00036,-1.0,SL,169.13,1.69,-1.69,167.44
337,2025-08-15T18:08:00+01:00,buy,1.17113,1.17061,1.1727,0.00035,-1.0,SL,167.44,1.67,-1.67,165.76
338,2025-08-18T01:42:00+01:00,buy,1.17113,1.17093,1.17172,0.00013,-1.0,SL,165.76,1.66,-1.66,164.1
339,2025-08-18T01:43:00+01:00,buy,1.17117,1.17098,1.17175,0.00013,-1.0,SL,164.1,1.64,-1.64,162.46
340,2025-08-18T01:45:00+01:00,buy,1.17117,1.17097,1.17177,0.00013,-1.0,SL,162.46,1.62,-1.62,160.84
341,2025-08-18T01:47:00+01:00,buy,1.17117,1.17096,1.17179,0.00014,-1.0,SL,160.84,1.61,-1.61,159.23
342,2025-08-18T01:48:00+01:00,buy,1.17117,1.17096,1.1718,0.00014,-1.0,SL,159.23,1.59,-1.59,157.64
343,2025-08-18T01:56:00+01:00,buy,1.17126,1.17104,1.17191,0.00014,-1.0,SL,157.64,1.58,-1.58,156.06
344,2025-08-18T02:00:00+01:00,buy,1.17129,1.17109,1.1719,0.00013,-1.0,SL,156.06,1.56,-1.56,154.5
345,2025-08-19T02:04:00+01:00,buy,1.1665,1.16626,1.16722,0.00016,3.0,TP,154.5,1.54,4.63,159.13
346,2025-08-19T02:05:00+01:00,buy,1.16691,1.16663,1.16774,0.00019,-1.0,SL,159.13,1.59,-1.59,157.54
347,2025-08-19T02:06:00+01:00,buy,1.16697,1.16669,1.16781,0.00019,-1.0,SL,157.54,1.58,-1.58,155.97
348,2025-08-19T02:07:00+01:00,buy,1.16721,1.16692,1.16807,0.00019,-1.0,SL,155.97,1.56,-1.56,154.41
349,2025-08-19T02:08:00+01:00,buy,1.16732,1.16703,1.1682,0.0002,-1.0,SL,154.41,1.54,-1.54,152.86
350,2025-08-19T10:46:00+01:00,buy,1.16685,1.16659,1.16764,0.00018,3.0,TP,152.86,1.53,4.59,157.45
351,2025-08-19T10:47:00+01:00,buy,1.1671,1.16682,1.16795,0.00019,3.0,TP,157.45,1.57,4.72,162.17
352,2025-08-19T10:48:00+01:00,buy,1.16716,1.16689,1.16798,0.00018,-1.0,SL,162.17,1.62,-1.62,160.55
353,2025-08-19T10:49:00+01:00,buy,1.1671,1.16683,1.1679,0.00018,-1.0,SL,160.55,1.61,-1.61,158.95
354,2025-08-19T10:50:00+01:00,buy,1.16732,1.16704,1.16815,0.00018,-1.0,SL,158.95,1.59,-1.59,157.36
355,2025-08-19T11:01:00+01:00,buy,1.16757,1.16728,1.16844,0.00019,-1.0,SL,157.36,1.57,-1.57,155.78
356,2025-08-19T11:02:00+01:00,buy,1.16762,1.16732,1.16852,0.0002,-1.0,SL,155.78,1.56,-1.56,154.23
357,2025-08-19T11:05:00+01:00,buy,1.16771,1.16741,1.1686,0.0002,-1.0,SL,154.23,1.54,-1.54,152.68
358,2025-08-19T11:06:00+01:00,buy,1.16801,1.16769,1.16896,0.00021,-1.0,SL,152.68,1.53,-1.53,151.16
359,2025-08-19T11:40:00+01:00,buy,1.16796,1.16769,1.16877,0.00018,-1.0,SL,151.16,1.51,-1.51,149.64
360,2025-08-19T11:55:00+01:00,buy,1.16815,1.16787,1.16899,0.00019,-1.0,SL,149.64,1.5,-1.5,148.15
361,2025-08-19T11:56:00+01:00,buy,1.1682,1.16792,1.16905,0.00019,-1.0,SL,148.15,1.48,-1.48,146.67
362,2025-08-19T11:57:00+01:00,buy,1.16831,1.16803,1.16916,0.00019,-1.0,SL,146.67,1.47,-1.47,145.2
363,2025-08-19T11:59:00+01:00,buy,1.16831,1.16803,1.16915,0.00019,-1.0,SL,145.2,1.45,-1.45,143.75
